PRT_ID,AREA,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE
P04749,,,,,,,
P02966,,,,,,,
P02973,,,,,,,
P06478,,,,,,,
P03448,,,,,,,
P05342,,,,,,,
P05064,,,,,,,
P00649,,,,,,,
P00226,,,,,,,
P04649,,,,,,,
P01209,,,,,,,
P04518,,,,,,,
P06599,,,,,,,
P06369,,,,,,,
P01922,,,,,,,
P02636,,,,,,,
P05798,,,,,,,
P09534,,,,,,,
P00794,,,,,,,
P02238,,,,,,,
P09804,,,,,,,
P08028,,,,,,,
P06187,,,,,,,
P00412,,,,,,,
P08090,,,,,,,
P09649,,,,,,,
P01795,,,,,,,
P06266,,,,,,,
P03264,,,,,,,
P04297,,,,,,,
P02528,,,,,,,
P03724,,,,,,,
P03399,,,,,,,
P06847,,,,,,,
P00233,,,,,,,
P08554,,,,,,,
P04935,,,,,,,
P06900,,,,,,,
P03180,,,,,,,
P08707,,,,,,,
P04733,,,,,,,
P06236,,,,,,,
P09917,,,,,,,
P01523,,,,,,,
P00213,,,,,,,
P09213,,,,,,,
P03141,,,,,,,
P06810,,,,,,,
P05973,,,,,,,
P08564,,,,,,,
P04186,,,,,,,
P01692,,,,,,,
P03529,,,,,,,
P05819,,,,,,,
P01093,,,,,,,
P07580,,,,,,,
P05723,,,,,,,
P04389,,,,,,,
P03062,,,,,,,
P03678,,,,,,,
P01694,,,,,,,
P02568,,,,,,,
P07023,,,,,,,
P08593,,,,,,,
P04290,,,,,,,
P05709,,,,,,,
P07575,,,,,,,
P07988,,,,,,,
P03542,,,,,,,
P08080,,,,,,,
P04024,,,,,,,
P06953,,,,,,,
P04836,,,,,,,
P08875,,,,,,,
P00591,,,,,,,
P05392,,,,,,,
P04324,,,,,,,
P03831,,,,,,,
P06758,,,,,,,
P00987,,,,,,,
P06469,,,,,,,
P05909,,,,,,,
P02246,,,,,,,
P08659,,,,,,,
P02054,,,,,,,
P03753,,,,,,,
P01032,,,,,,,
P07331,,,,,,,
P08477,,,,,,,
P09338,,,,,,,
P06550,,,,,,,
P00918,,,,,,,
P04151,,,,,,,
P02861,,,,,,,
P08174,,,,,,,
P01460,,,,,,,
P07573,,,,,,,
P06761,,,,,,,
P05344,,,,,,,
P07249,,,,,,,
P09099,,,,,,,
P01598,,,,,,,
P07521,,,,,,,
P05384,,,,,,,
P04156,,,,,,,
P06499,,,,,,,
P04076,,,,,,,
P00978,,,,,,,
P00555,,,,,,,
P01150,,,,,,,
P01579,,,,,,,
P00602,,,,,,,
P00021,,,,,,,
P04742,,,,,,,
P09137,,,,,,,
P09264,,,,,,,
P03499,,,,,,,
P05469,,,,,,,
P02419,,,,,,,
P04073,,,,,,,
P07058,,,,,,,
P02843,,,,,,,
P04582,,,,,,,
P04534,,,,,,,
P04604,,,,,,,
P01660,,,,,,,
P08614,,,,,,,
P00397,,,,,,,
P08186,,,,,,,
P09149,,,,,,,
P02319,,,,,,,
P03044,,,,,,,
P09258,,,,,,,
P06684,,,,,,,
P05396,,,,,,,
P07340,,,,,,,
P07209,,,,,,,
P07150,,,,,,,
P02801,,,,,,,
P06936,,,,,,,
P00573,,,,,,,
P04988,,,,,,,
P01745,,,,,,,
P03455,,,,,,,
P01212,,,,,,,
P05818,,,,,,,
P05066,,,,,,,
P02291,,,,,,,
P00114,,,,,,,
P07258,,,,,,,
P09876,,,,,,,
P04051,,,,,,,
P09289,,,,,,,
P03026,,,,,,,
P06043,,,,,,,
P05810,,,,,,,
P09107,,,,,,,
P05658,,,,,,,
P05299,,,,,,,
P02450,,,,,,,
P05577,,,,,,,
P07588,,,,,,,
P02397,,,,,,,
P09734,,,,,,,
P00141,,,,,,,
P05230,,,,,,,
P04567,,,,,,,
P06786,,,,,,,
P03967,,,,,,,
P03081,,,,,,,
P04053,,,,,,,
P09186,,,,,,,
P05169,,,,,,,
P06838,,,,,,,
P07163,,,,,,,
P05502,,,,,,,
P02014,,,,,,,
P06298,,,,,,,
P04173,,,,,,,
P08552,,,,,,,
P02549,,,,,,,
P07189,,,,,,,
P09800,,,,,,,
P06511,,,,,,,
P09936,,,,,,,
P04448,,,,,,,
P06861,,,,,,,
P00400,,,,,,,
P06876,,,,,,,
P05520,,,,,,,
P05784,,,,,,,
P02944,,,,,,,
P08343,,,,,,,
P07598,,,,,,,
P03992,,,,,,,
P00005,,,,,,,
P06750,,,,,,,
P09888,,,,,,,
P05990,,,,,,,
P01925,,,,,,,
P03737,,,,,,,
P07961,,,,,,,
P02140,,,,,,,
P00010,,,,,,,
P07072,,,,,,,
P03421,,,,,,,
P00283,,,,,,,
P05261,,,,,,,
P01280,,,,,,,
P03614,,,,,,,
P09768,,,,,,,
P01154,,,,,,,
P02825,,,,,,,
P04522,,,,,,,
P05489,,,,,,,
P02321,,,,,,,
P03117,,,,,,,
P00901,,,,,,,
P04095,,,,,,,
P08127,,,,,,,
P01770,,,,,,,
P07769,,,,,,,
P00472,,,,,,,
P06784,,,,,,,
P06600,,,,,,,
P07051,,,,,,,
P05476,,,,,,,
P05987,,,,,,,
P06340,,,,,,,
P09606,,,,,,,
P08363,,,,,,,
P09991,,,,,,,
P00225,,,,,,,
P09068,,,,,,,
P00463,,,,,,,
P08781,,,,,,,
P09764,,,,,,,
P00092,,,,,,,
P07349,,,,,,,
P01009,,,,,,,
P09032,,,,,,,
P08562,,,,,,,
P00419,,,,,,,
P04239,,,,,,,
P09599,,,,,,,
P07253,,,,,,,
P06627,,,,,,,
P05740,,,,,,,
P09482,,,,,,,
P03154,,,,,,,
P03878,,,,,,,
P01507,,,,,,,
P04170,,,,,,,
P03417,,,,,,,
P05231,,,,,,,
P02862,,,,,,,
P00776,,,,,,,
P00305,,,,,,,
P00751,,,,,,,
P03091,,,,,,,
P01272,,,,,,,
P03694,,,,,,,
P01753,,,,,,,
P07454,,,,,,,
P07901,,,,,,,
P02177,,,,,,,
P05995,,,,,,,
P10012,,,,,,,
P05821,,,,,,,
P03762,,,,,,,
P03670,,,,,,,
P05190,,,,,,,
P07762,,,,,,,
P07891,,,,,,,
P01511,,,,,,,
P01363,,,,,,,
P05250,,,,,,,
P04159,,,,,,,
P02008,,,,,,,
P09033,,,,,,,
P01285,,,,,,,
P09422,,,,,,,
P02977,,,,,,,
P05870,,,,,,,
P06982,,,,,,,
P09379,,,,,,,
P05466,,,,,,,
P09802,,,,,,,
P04583,,,,,,,
P06789,,,,,,,
P09740,,,,,,,
P08503,,,,,,,
P03947,,,,,,,
P08482,,,,,,,
P07603,,,,,,,
P06374,,,,,,,
P00831,,,,,,,
P01646,,,,,,,
P09147,,,,,,,
P00891,,,,,,,
P01111,,,,,,,
P00450,,,,,,,
P01840,,,,,,,
P00093,,,,,,,
P06381,,,,,,,
P02596,,,,,,,
P05834,,,,,,,
P01699,,,,,,,
P07461,,,,,,,
P03911,,,,,,,
P06117,,,,,,,
P07100,,,,,,,
P02382,,,,,,,
P07570,,,,,,,
P01658,,,,,,,
P05098,,,,,,,
P02464,,,,,,,
P06978,,,,,,,
P07540,,,,,,,
P07507,,,,,,,
P04572,,,,,,,
P09020,,,,,,,
P04050,,,,,,,
P05790,,,,,,,
P09268,,,,,,,
P00895,,,,,,,
P04402,,,,,,,
P03279,,,,,,,
P00286,,,,,,,
P03925,,,,,,,
P00965,,,,,,,
P08696,,,,,,,
P05022,,,,,,,
P01583,,,,,,,
P00275,,,,,,,
P03976,,,,,,,
P04451,,,,,,,
P05059,,,,,,,
P03760,,,,,,,
P05612,,,,,,,
P07446,,,,,,,
P01278,,,,,,,
P05215,,,,,,,
P08267,,,,,,,
P06082,,,,,,,
P00546,,,,,,,
P07272,,,,,,,
P08208,,,,,,,
P07831,,,,,,,
P04236,,,,,,,
P02735,,,,,,,
P00212,,,,,,,
P01124,,,,,,,
P08220,,,,,,,
P02452,,,,,,,
P04307,,,,,,,
P04663,,,,,,,
P00374,,,,,,,
P07225,,,,,,,
P02748,,,,,,,
P08763,,,,,,,
P01735,,,,,,,
P06867,,,,,,,
P04038,,,,,,,
P06079,,,,,,,
P00327,,,,,,,
P04059,,,,,,,
P01678,,,,,,,
P02180,,,,,,,
P00190,,,,,,,
P09389,,,,,,,
P01723,,,,,,,
P02417,,,,,,,
P02533,,,,,,,
P08962,,,,,,,
P04530,,,,,,,
P06833,,,,,,,
P05846,,,,,,,
P03864,,,,,,,
P05432,,,,,,,
P00816,,,,,,,
P05897,,,,,,,
P07928,,,,,,,
P00858,,,,,,,
P04217,,,,,,,
P05495,,,,,,,
P09569,,,,,,,
P00919,,,,,,,
P02351,,,,,,,
P05743,,,,,,,
P06161,,,,,,,
P02899,,,,,,,
P09658,,,,,,,
P02796,,,,,,,
P05951,,,,,,,
P01570,,,,,,,
P02637,,,,,,,
P09347,,,,,,,
P04079,,,,,,,
P08838,,,,,,,
P05515,,,,,,,
P03675,,,,,,,
P04888,,,,,,,
P04976,,,,,,,
P00704,,,,,,,
P05636,,,,,,,
P02069,,,,,,,
P01950,,,,,,,
P02272,,,,,,,
P06066,,,,,,,
P04791,,,,,,,
P07978,,,,,,,
P09222,,,,,,,
P09845,,,,,,,
P03362,,,,,,,
P08232,,,,,,,
P01792,,,,,,,
P09098,,,,,,,
P07318,,,,,,,
P04584,,,,,,,
P01187,,,,,,,
P09001,,,,,,,
P00975,,,,,,,
P00082,,,,,,,
P04916,,,,,,,
P06913,,,,,,,
P03821,,,,,,,
P01179,,,,,,,
P00846,,,,,,,
P05696,,,,,,,
P01469,,,,,,,
P02690,,,,,,,
P02667,,,,,,,
P01589,,,,,,,
P05917,,,,,,,
P03323,,,,,,,
P07929,,,,,,,
P03511,,,,,,,
P04674,,,,,,,
P00234,,,,,,,
P07283,,,,,,,
P09443,,,,,,,
P02643,,,,,,,
P00035,,,,,,,
P09313,,,,,,,
P05726,,,,,,,
P07147,,,,,,,
P06046,,,,,,,
P05916,,,,,,,
P06467,,,,,,,
P06050,,,,,,,
P03198,,,,,,,
P09631,,,,,,,
P05774,,,,,,,
P03918,,,,,,,
P03745,,,,,,,
P08163,,,,,,,
P02463,,,,,,,
P03564,,,,,,,
P00796,,,,,,,
P03153,,,,,,,
P09018,,,,,,,
P00480,,,,,,,
P08361,,,,,,,
P02395,,,,,,,
P08102,,,,,,,
P09923,,,,,,,
P09382,,,,,,,
P05547,,,,,,,
P07400,,,,,,,
P06230,,,,,,,
P06248,,,,,,,
P06113,,,,,,,
P02146,,,,,,,
P05125,,,,,,,
P07009,,,,,,,
P02130,,,,,,,
P06458,,,,,,,
P02547,,,,,,,
P04885,,,,,,,
P02784,,,,,,,
P05486,,,,,,,
P05795,,,,,,,
P02435,,,,,,,
P03392,,,,,,,
P08145,,,,,,,
P07488,,,,,,,
P04951,,,,,,,
P08917,,,,,,,
P00362,,,,,,,
P05824,,,,,,,
P09005,,,,,,,
P03806,,,,,,,
P07949,,,,,,,
P09709,,,,,,,
P00747,,,,,,,
P09719,,,,,,,
P02108,,,,,,,
P03570,,,,,,,
P04009,,,,,,,
P05746,,,,,,,
P01703,,,,,,,
P02028,,,,,,,
P09952,,,,,,,
P02119,,,,,,,
P04670,,,,,,,
P04754,,,,,,,
P01927,,,,,,,
P03033,,,,,,,
P00541,,,,,,,
P06378,,,,,,,
P07514,,,,,,,
P01071,,,,,,,
P03912,,,,,,,
P07569,,,,,,,
P04012,,,,,,,
P01238,,,,,,,
P06167,,,,,,,
P08843,,,,,,,
P07803,,,,,,,
P04952,,,,,,,
P09013,,,,,,,
P07034,,,,,,,
P05575,,,,,,,
P08381,,,,,,,
P02898,,,,,,,
P03310,,,,,,,
P01319,,,,,,,
P02959,,,,,,,
P02061,,,,,,,
P04310,,,,,,,
P08508,,,,,,,
P06670,,,,,,,
P00486,,,,,,,
P07086,,,,,,,
P06211,,,,,,,
P01097,,,,,,,
P09622,,,,,,,
P08819,,,,,,,
P04614,,,,,,,
P09234,,,,,,,
P09274,,,,,,,
P00542,,,,,,,
P02527,,,,,,,
P09114,,,,,,,
P02223,,,,,,,
P03868,,,,,,,
P00122,,,,,,,
P07207,,,,,,,
P04950,,,,,,,
P02822,,,,,,,
P00242,,,,,,,
P05126,,,,,,,
P03090,,,,,,,
P02589,,,,,,,
P09905,,,,,,,
P00943,,,,,,,
P09737,,,,,,,
P00086,,,,,,,
P04926,,,,,,,
P02163,,,,,,,
P00401,,,,,,,
P08746,,,,,,,
P01000,,,,,,,
P08035,,,,,,,
P05796,,,,,,,
P03944,,,,,,,
P05749,,,,,,,
P09090,,,,,,,
P09206,,,,,,,
P03970,,,,,,,
P01102,,,,,,,
P08832,,,,,,,
P02009,,,,,,,
P02283,,,,,,,
P09837,,,,,,,
P00622,,,,,,,
P04686,,,,,,,
P04986,,,,,,,
P03021,,,,,,,
P07278,,,,,,,
P00759,,,,,,,
P08782,,,,,,,
P07911,,,,,,,
P01635,,,,,,,
P07139,,,,,,,
P09157,,,,,,,
P01408,,,,,,,
P02481,,,,,,,
P05025,,,,,,,
P00627,,,,,,,
P05662,,,,,,,
P09510,,,,,,,
P00042,,,,,,,
P02178,,,,,,,
P02617,,,,,,,
P08456,,,,,,,
P03271,,,,,,,
P05601,,,,,,,
P04206,,,,,,,
P00037,,,,,,,
P01281,,,,,,,
P02692,,,,,,,
P06589,,,,,,,
P05923,,,,,,,
P05348,,,,,,,
P06677,,,,,,,
P05543,,,,,,,
P00631,,,,,,,
P00768,,,,,,,
P04091,,,,,,,
P08764,,,,,,,
P04479,,,,,,,
P06300,,,,,,,
P09056,,,,,,,
P01528,,,,,,,
P01067,,,,,,,
P05752,,,,,,,
P06484,,,,,,,
P05576,,,,,,,
P03334,,,,,,,
P01697,,,,,,,
P07563,,,,,,,
P01566,,,,,,,
P00107,,,,,,,
P02215,,,,,,,
P06034,,,,,,,
P04185,,,,,,,
P03133,,,,,,,
P03103,,,,,,,
P00481,,,,,,,
P05056,,,,,,,
P07198,,,,,,,
P08506,,,,,,,
P00703,,,,,,,
P02299,,,,,,,
P03233,,,,,,,
P02110,,,,,,,
P08646,,,,,,,
P09653,,,,,,,
P09183,,,,,,,
P03187,,,,,,,
P04240,,,,,,,
P04016,,,,,,,
P01481,,,,,,,
P05485,,,,,,,
P01390,,,,,,,
P01475,,,,,,,
P01758,,,,,,,
P04426,,,,,,,
P00375,,,,,,,
P07031,,,,,,,
P09706,,,,,,,
P09315,,,,,,,
P02079,,,,,,,
P02476,,,,,,,
P01626,,,,,,,
P08989,,,,,,,
P04924,,,,,,,
P07178,,,,,,,
P00718,,,,,,,
P04712,,,,,,,
P01576,,,,,,,
P08055,,,,,,,
P06214,,,,,,,
P03158,,,,,,,
P08224,,,,,,,
P04145,,,,,,,
P08981,,,,,,,
P04682,,,,,,,
P07593,,,,,,,
P04406,,,,,,,
P03606,,,,,,,
P03281,,,,,,,
P06840,,,,,,,
P03436,,,,,,,
P00502,,,,,,,
P07484,,,,,,,
P01537,,,,,,,
P07127,,,,,,,
P05257,,,,,,,
P01738,,,,,,,
P01654,,,,,,,
P09944,,,,,,,
P09403,,,,,,,
P06588,,,,,,,
P07233,,,,,,,
P03147,,,,,,,
P04973,,,,,,,
P03954,,,,,,,
P03244,,,,,,,
P07817,,,,,,,
P08136,,,,,,,
P02657,,,,,,,
P07181,,,,,,,
P08178,,,,,,,
P06878,,,,,,,
P01878,,,,,,,
P04726,,,,,,,
P06083,,,,,,,
P09244,,,,,,,
P01266,,,,,,,
P01201,,,,,,,
P02434,,,,,,,
P05679,,,,,,,
P06179,,,,,,,
P06891,,,,,,,
P03493,,,,,,,
P09963,,,,,,,
P09207,,,,,,,
P07607,,,,,,,
P01974,,,,,,,
P06379,,,,,,,
P06181,,,,,,,
P01081,,,,,,,
P02591,,,,,,,
P03498,,,,,,,
P05063,,,,,,,
P04401,,,,,,,
P07475,,,,,,,
P03509,,,,,,,
P07361,,,,,,,
P07919,,,,,,,
P01239,,,,,,,
P09404,,,,,,,
P01943,,,,,,,
P08347,,,,,,,
P09996,,,,,,,
P06207,,,,,,,
P06654,,,,,,,
P05703,,,,,,,
P07319,,,,,,,
P00962,,,,,,,
P09237,,,,,,,
P09470,,,,,,,
P03023,,,,,,,
P00742,,,,,,,
P06122,,,,,,,
P05219,,,,,,,
P04369,,,,,,,
P05343,,,,,,,
P07984,,,,,,,
P06336,,,,,,,
P06813,,,,,,,
P09065,,,,,,,
P05646,,,,,,,
P02197,,,,,,,
P01147,,,,,,,
P01923,,,,,,,
P06780,,,,,,,
P07823,,,,,,,
P08422,,,,,,,
P09717,,,,,,,
P02755,,,,,,,
P05668,,,,,,,
P08228,,,,,,,
P05724,,,,,,,
P01827,,,,,,,
P09883,,,,,,,
P09419,,,,,,,
P04101,,,,,,,
P06401,,,,,,,
P03119,,,,,,,
P04057,,,,,,,
P09393,,,,,,,
P07134,,,,,,,
P04679,,,,,,,
P06104,,,,,,,
P06797,,,,,,,
P06123,,,,,,,
P09862,,,,,,,
P05523,,,,,,,
P03015,,,,,,,
P04472,,,,,,,
P06805,,,,,,,
P04507,,,,,,,
P04423,,,,,,,
P06767,,,,,,,
P07397,,,,,,,
P00097,,,,,,,
P01689,,,,,,,
P01971,,,,,,,
P01042,,,,,,,
P07881,,,,,,,
P04770,,,,,,,
P07893,,,,,,,
P03795,,,,,,,
P08015,,,,,,,
P06500,,,,,,,
P02364,,,,,,,
P06917,,,,,,,
P09384,,,,,,,
P03613,,,,,,,
P08005,,,,,,,
P08579,,,,,,,
P05813,,,,,,,
P05080,,,,,,,
P04280,,,,,,,
P06473,,,,,,,
P05221,,,,,,,
P06717,,,,,,,
P05145,,,,,,,
P08148,,,,,,,
P08621,,,,,,,
P00967,,,,,,,
P02013,,,,,,,
P00145,,,,,,,
P07686,,,,,,,
P08023,,,,,,,
P05330,,,,,,,
P00930,,,,,,,
P08585,,,,,,,
P03156,,,,,,,
P06692,,,,,,,
P05919,,,,,,,
P07793,,,,,,,
P04628,,,,,,,
P01431,,,,,,,
P00306,,,,,,,
P02945,,,,,,,
P05928,,,,,,,
P06244,,,,,,,
P07931,,,,,,,
P06666,,,,,,,
P00240,,,,,,,
P04227,,,,,,,
P08639,,,,,,,
P04447,,,,,,,
P00526,,,,,,,
P09211,,,,,,,
P05211,,,,,,,
P07546,,,,,,,
P06675,,,,,,,
P01193,,,,,,,
P05548,,,,,,,
P08290,,,,,,,
P03194,,,,,,,
P04931,,,,,,,
P06754,,,,,,,
P03603,,,,,,,
P01303,,,,,,,
P06119,,,,,,,
P08643,,,,,,,
P08412,,,,,,,
P06338,,,,,,,
P02022,,,,,,,
P05117,,,,,,,
P04125,,,,,,,
P00954,,,,,,,
P03719,,,,,,,
P04713,,,,,,,
P05927,,,,,,,
P07511,,,,,,,
P07033,,,,,,,
P03928,,,,,,,
P02971,,,,,,,
P00045,,,,,,,
P02956,,,,,,,
P05043,,,,,,,
P06529,,,,,,,
P09367,,,,,,,
P07509,,,,,,,
P04278,,,,,,,
P05496,,,,,,,
P01926,,,,,,,
P07692,,,,,,,
P05068,,,,,,,
P08179,,,,,,,
P04378,,,,,,,
P00105,,,,,,,
P09710,,,,,,,
P08820,,,,,,,
P02789,,,,,,,
P08644,,,,,,,
P01705,,,,,,,
P03397,,,,,,,
P06713,,,,,,,
P05029,,,,,,,
P06722,,,,,,,
P01873,,,,,,,
P10002,,,,,,,
P00847,,,,,,,
P09700,,,,,,,
P06440,,,,,,,
P06291,,,,,,,
P08071,,,,,,,
P06883,,,,,,,
P07737,,,,,,,
P02019,,,,,,,
P00520,,,,,,,
P05794,,,,,,,
P09372,,,,,,,
P04379,,,,,,,
P08390,,,,,,,
P06820,,,,,,,
P07449,,,,,,,
P03560,,,,,,,
P08016,,,,,,,
P06834,,,,,,,
P04695,,,,,,,
P07972,,,,,,,
P01157,,,,,,,
P07405,,,,,,,
P01720,,,,,,,
P06590,,,,,,,
P09817,,,,,,,
P09730,,,,,,,
P01226,,,,,,,
P08703,,,,,,,
P00882,,,,,,,
P00453,,,,,,,
P03368,,,,,,,
P00308,,,,,,,
P01148,,,,,,,
P03034,,,,,,,
P01439,,,,,,,
P07688,,,,,,,
P07982,,,,,,,
P01005,,,,,,,
P08284,,,,,,,
P07568,,,,,,,
P03589,,,,,,,
P07408,,,,,,,
P07992,,,,,,,
P03890,,,,,,,
P03916,,,,,,,
P08509,,,,,,,
P06030,,,,,,,
P07830,,,,,,,
P05853,,,,,,,
P02632,,,,,,,
P03598,,,,,,,
P04096,,,,,,,
P09011,,,,,,,
P09451,,,,,,,
P00396,,,,,,,
P02023,,,,,,,
P03842,,,,,,,
P02297,,,,,,,
P04040,,,,,,,
P06817,,,,,,,
P08979,,,,,,,
P09449,,,,,,,
P00687,,,,,,,
P01413,,,,,,,
P06509,,,,,,,
P05114,,,,,,,
P01569,,,,,,,
P06013,,,,,,,
P06501,,,,,,,
P08596,,,,,,,
P00002,,,,,,,
P04329,,,,,,,
P04371,,,,,,,
P06389,,,,,,,
P07401,,,,,,,
P09440,,,,,,,
P00560,,,,,,,
P02827,,,,,,,
P04856,,,,,,,
P07044,,,,,,,
P03676,,,,,,,
P02070,,,,,,,
P07057,,,,,,,
P04358,,,,,,,
P07529,,,,,,,
P06271,,,,,,,
P00342,,,,,,,
P05803,,,,,,,
P05840,,,,,,,
P06996,,,,,,,
P04785,,,,,,,
P01781,,,,,,,
P04957,,,,,,,
P02454,,,,,,,
P01354,,,,,,,
P09861,,,,,,,
P05883,,,,,,,
P00421,,,,,,,
P08912,,,,,,,
P06253,,,,,,,
P06285,,,,,,,
P02584,,,,,,,
P08311,,,,,,,
P09420,,,,,,,
P08269,,,,,,,
P02461,,,,,,,
P04126,,,,,,,
P06441,,,,,,,
P02887,,,,,,,
P05037,,,,,,,
P02946,,,,,,,
P04102,,,,,,,
P01772,,,,,,,
P07425,,,,,,,
P03063,,,,,,,
P07205,,,,,,,
P07440,,,,,,,
P03027,,,,,,,
P09441,,,,,,,
P06314,,,,,,,
P02165,,,,,,,
P01404,,,,,,,
P05685,,,,,,,
P08630,,,,,,,
P01850,,,,,,,
P05218,,,,,,,
P06756,,,,,,,
P04661,,,,,,,
P00108,,,,,,,
P05494,,,,,,,
P07082,,,,,,,
P01048,,,,,,,
P02520,,,,,,,
P08776,,,,,,,
P07074,,,,,,,
P01906,,,,,,,
P05144,,,,,,,
P08323,,,,,,,
P04946,,,,,,,
P04739,,,,,,,
P05675,,,,,,,
P00115,,,,,,,
P03207,,,,,,,
P00771,,,,,,,
P04834,,,,,,,
P05533,,,,,,,
P08155,,,,,,,
P04103,,,,,,,
P06954,,,,,,,
P08229,,,,,,,
P00607,,,,,,,
P09461,,,,,,,
P01350,,,,,,,
P00617,,,,,,,
P03342,,,,,,,
P03208,,,,,,,
P05762,,,,,,,
P05780,,,,,,,
P06058,,,,,,,
P06934,,,,,,,
P02147,,,,,,,
P01063,,,,,,,
P05552,,,,,,,
P07068,,,,,,,
P08310,,,,,,,
P04843,,,,,,,
P05467,,,,,,,
P02564,,,,,,,
P05002,,,,,,,
P09911,,,,,,,
P00658,,,,,,,
P06095,,,,,,,
P02660,,,,,,,
P03703,,,,,,,
P01931,,,,,,,
P00883,,,,,,,
P01119,,,,,,,
P02006,,,,,,,
P00871,,,,,,,
P07466,,,,,,,
P07111,,,,,,,
P05007,,,,,,,
P03829,,,,,,,
P00784,,,,,,,
P04492,,,,,,,
P08462,,,,,,,
P08971,,,,,,,
P07699,,,,,,,
P06317,,,,,,,
P04478,,,,,,,
P07845,,,,,,,
P00758,,,,,,,
P09632,,,,,,,
P09772,,,,,,,
P02418,,,,,,,
P02879,,,,,,,
P05249,,,,,,,
P01948,,,,,,,
P02531,,,,,,,
P00628,,,,,,,
P00665,,,,,,,
P02779,,,,,,,
P03577,,,,,,,
P09950,,,,,,,
P05373,,,,,,,
P02590,,,,,,,
P03755,,,,,,,
P05327,,,,,,,
P00720,,,,,,,
P03630,,,,,,,
P05864,,,,,,,
P06973,,,,,,,
P07218,,,,,,,
P04292,,,,,,,
P05004,,,,,,,
P01915,,,,,,,
P09077,,,,,,,
P08149,,,,,,,
P05602,,,,,,,
P06709,,,,,,,
P09639,,,,,,,
P02020,,,,,,,
P01170,,,,,,,
P03239,,,,,,,
P08577,,,,,,,
P02585,,,,,,,
P01360,,,,,,,
P03127,,,,,,,
P06131,,,,,,,
P09328,,,,,,,
P07500,,,,,,,
P09736,,,,,,,
P02123,,,,,,,
P07873,,,,,,,
P02052,,,,,,,
P05572,,,,,,,
P06854,,,,,,,
P06553,,,,,,,
P01375,,,,,,,
P00606,,,,,,,
P07520,,,,,,,
P09776,,,,,,,
P06130,,,,,,,
P01222,,,,,,,
P03253,,,,,,,
P06846,,,,,,,
P06835,,,,,,,
P04497,,,,,,,
P09503,,,,,,,
P06766,,,,,,,
P03185,,,,,,,
P04069,,,,,,,
P04734,,,,,,,
P03195,,,,,,,
P03526,,,,,,,
P03946,,,,,,,
P08459,,,,,,,
P06855,,,,,,,
P08700,,,,,,,
P05757,,,,,,,
P01564,,,,,,,
P01165,,,,,,,
P07836,,,,,,,
P00893,,,,,,,
P07788,,,,,,,
P03177,,,,,,,
P03167,,,,,,,
P04569,,,,,,,
P05308,,,,,,,
P09984,,,,,,,
P02332,,,,,,,
P02990,,,,,,,
P01382,,,,,,,
P06506,,,,,,,
P06344,,,,,,,
P08357,,,,,,,
P00312,,,,,,,
P00984,,,,,,,
P07713,,,,,,,
P06081,,,,,,,
P02029,,,,,,,
P05461,,,,,,,
P03053,,,,,,,
P09129,,,,,,,
P02234,,,,,,,
P07959,,,,,,,
P09928,,,,,,,
P03433,,,,,,,
P08325,,,,,,,
P06217,,,,,,,
P07782,,,,,,,
P05323,,,,,,,
P01836,,,,,,,
P03723,,,,,,,
P03084,,,,,,,
P06945,,,,,,,
P03043,,,,,,,
P08853,,,,,,,
P00392,,,,,,,
P03450,,,,,,,
P01080,,,,,,,
P03803,,,,,,,
P09965,,,,,,,
P06828,,,,,,,
P09937,,,,,,,
P03899,,,,,,,
P04465,,,,,,,
P03645,,,,,,,
